combo_index,card1_name,card2_name,reach_oop,reach_ip,card1_rank,card2_rank,is_pair,is_suited,rank_gap,suit_with_board_c1,suit_with_board_c2,pairs_with_board,overcards,flush_potential,hand_strength,is_blocked,board_rank1,board_rank2,board_rank3,board_rank4,board_suit1,board_suit2,board_suit3,board_suit4,suit_count_club,suit_count_diamond,suit_count_heart,suit_count_spade,board_paired,board_trips,monotone,high_card,connectivity,pot,stack,spr,cfv_oop,cfv_ip
89,2d,Qc,0.4476,0.5338,0.0,0.8333,0,0,0.8333,0.25,0.25,0,0.0,0.4,0.125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0615,-0.0601
90,2d,Qd,0.4428,0.4265,0.0,0.8333,0,1,0.8333,0.25,0.25,0,0.0,0.6,0.125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0609,-0.048
91,2d,Qh,0.5871,0.5142,0.0,0.8333,0,0,0.8333,0.25,0.25,0,0.0,0.4,0.125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0807,-0.0578
92,2d,Qs,0.4945,0.5569,0.0,0.8333,0,0,0.8333,0.25,0.25,0,0.0,0.4,0.125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.068,-0.0627
93,2d,Kc,0.5615,0.4381,0.0,0.9167,0,0,0.9167,0.25,0.25,1,0.0,0.4,0.4708,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0199,0.0265
94,2d,Kd,0.0,0.0,0.0,0.9167,0,1,0.9167,0.25,0.25,1,0.0,0.6,0.0,1,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0,0.0
95,2d,Kh,0.4194,0.4862,0.0,0.9167,0,0,0.9167,0.25,0.25,1,0.0,0.4,0.4708,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0149,0.0294
96,2d,Ks,0.4847,0.4934,0.0,0.9167,0,0,0.9167,0.25,0.25,1,0.0,0.4,0.4708,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0172,0.0298
97,2d,Ac,0.5458,0.5347,0.0,1.0,0,0,1.0,0.25,0.25,1,0.0,0.4,0.5,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0273,0.0401
98,2d,Ad,0.5968,0.4197,0.0,1.0,0,1,1.0,0.25,0.25,1,0.0,0.6,0.5,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0298,0.0315
99,2d,Ah,0.0,0.0,0.0,1.0,0,0,1.0,0.25,0.25,1,0.0,0.4,0.0,1,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0,0.0
100,2d,As,0.4805,0.4679,0.0,1.0,0,0,1.0,0.25,0.25,1,0.0,0.4,0.5,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.024,0.0351
101,2h,2s,0.3723,0.2497,0.0,0.0,1,0,0.0,0.25,0.25,0,0.0,0.4,0.2,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0372,-0.0187
102,2h,3c,0.0,0.0,0.0,0.0833,0,0,0.0833,0.25,0.25,1,0.0,0.4,0.0,1,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0,0.0
103,2h,3d,0.0,0.0314,0.0,0.0833,0,0,0.0833,0.25,0.25,1,0.0,0.4,0.1792,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0,0.0
104,2h,3h,0.026,0.0,0.0,0.0833,0,1,0.0833,0.25,0.25,1,0.0,0.6,0.1792,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0029,-0.0
105,2h,3s,0.0,0.1263,0.0,0.0833,0,0,0.0833,0.25,0.25,1,0.0,0.4,0.1792,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0,0.0
106,2h,4c,0.072,0.1556,0.0,0.1667,0,0,0.1667,0.25,0.25,0,0.0,0.4,0.025,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0135,-0.0253
107,2h,4d,0.0934,0.0,0.0,0.1667,0,0,0.1667,0.25,0.25,0,0.0,0.4,0.025,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0175,-0.0
108,2h,4h,0.1832,0.1505,0.0,0.1667,0,1,0.1667,0.25,0.25,0,0.0,0.6,0.025,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0343,-0.0245
109,2h,4s,0.1771,0.1686,0.0,0.1667,0,0,0.1667,0.25,0.25,0,0.0,0.4,0.025,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0332,-0.0274
110,2h,5c,0.1947,0.0583,0.0,0.25,0,0,0.25,0.25,0.25,0,0.0,0.4,0.0375,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0353,-0.0091
111,2h,5d,0.1221,0.0677,0.0,0.25,0,0,0.25,0.25,0.25,0,0.0,0.4,0.0375,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0221,-0.0106
112,2h,5h,0.1052,0.0367,0.0,0.25,0,1,0.25,0.25,0.25,0,0.0,0.6,0.0375,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0191,-0.0057
113,2h,5s,0.1008,0.2221,0.0,0.25,0,0,0.25,0.25,0.25,0,0.0,0.4,0.0375,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0183,-0.0347
114,2h,6c,0.1197,0.2235,0.0,0.3333,0,0,0.3333,0.25,0.25,0,0.0,0.4,0.05,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0209,-0.0335
115,2h,6d,0.1577,0.1513,0.0,0.3333,0,0,0.3333,0.25,0.25,0,0.0,0.4,0.05,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0276,-0.0227
116,2h,6h,0.2581,0.2658,0.0,0.3333,0,1,0.3333,0.25,0.25,0,0.0,0.6,0.05,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0452,-0.0399
117,2h,6s,0.1778,0.2103,0.0,0.3333,0,0,0.3333,0.25,0.25,0,0.0,0.4,0.05,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0311,-0.0316
118,2h,7c,0.1393,0.1677,0.0,0.4167,0,0,0.4167,0.25,0.25,1,0.0,0.4,0.2958,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0073,-0.0045
119,2h,7d,0.3021,0.2242,0.0,0.4167,0,0,0.4167,0.25,0.25,1,0.0,0.4,0.2958,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0157,-0.0061
120,2h,7h,0.2168,0.2579,0.0,0.4167,0,1,0.4167,0.25,0.25,1,0.0,0.6,0.2958,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0113,-0.007
121,2h,7s,0.0,0.0,0.0,0.4167,0,0,0.4167,0.25,0.25,1,0.0,0.4,0.0,1,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0,0.0
122,2h,8c,0.1614,0.2668,0.0,0.5,0,0,0.5,0.25,0.25,0,0.0,0.4,0.075,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0262,-0.0367
123,2h,8d,0.2506,0.3205,0.0,0.5,0,0,0.5,0.25,0.25,0,0.0,0.4,0.075,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0407,-0.0441
124,2h,8h,0.1815,0.3422,0.0,0.5,0,1,0.5,0.25,0.25,0,0.0,0.6,0.075,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0295,-0.047
125,2h,8s,0.166,0.1872,0.0,0.5,0,0,0.5,0.25,0.25,0,0.0,0.4,0.075,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.027,-0.0257
126,2h,9c,0.3107,0.3267,0.0,0.5833,0,0,0.5833,0.25,0.25,0,0.0,0.4,0.0875,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0485,-0.0429
127,2h,9d,0.2387,0.2156,0.0,0.5833,0,0,0.5833,0.25,0.25,0,0.0,0.4,0.0875,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0373,-0.0283
128,2h,9h,0.3697,0.2409,0.0,0.5833,0,1,0.5833,0.25,0.25,0,0.0,0.6,0.0875,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0578,-0.0316
129,2h,9s,0.3106,0.3155,0.0,0.5833,0,0,0.5833,0.25,0.25,0,0.0,0.4,0.0875,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0485,-0.0414
130,2h,Tc,0.4838,0.5167,0.0,0.6667,0,0,0.6667,0.25,0.25,0,0.0,0.4,0.1,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0726,-0.0646
131,2h,Td,0.5046,0.5869,0.0,0.6667,0,0,0.6667,0.25,0.25,0,0.0,0.4,0.1,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0757,-0.0734
132,2h,Th,0.4409,0.5432,0.0,0.6667,0,1,0.6667,0.25,0.25,0,0.0,0.6,0.1,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0661,-0.0679
133,2h,Ts,0.4477,0.4792,0.0,0.6667,0,0,0.6667,0.25,0.25,0,0.0,0.4,0.1,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0672,-0.0599
134,2h,Jc,0.5343,0.46,0.0,0.75,0,0,0.75,0.25,0.25,0,0.0,0.4,0.1125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0768,-0.0546
135,2h,Jd,0.4632,0.5504,0.0,0.75,0,0,0.75,0.25,0.25,0,0.0,0.4,0.1125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0666,-0.0654
136,2h,Jh,0.4145,0.4917,0.0,0.75,0,1,0.75,0.25,0.25,0,0.0,0.6,0.1125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0596,-0.0584
137,2h,Js,0.5997,0.5992,0.0,0.75,0,0,0.75,0.25,0.25,0,0.0,0.4,0.1125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0862,-0.0712
138,2h,Qc,0.4147,0.4426,0.0,0.8333,0,0,0.8333,0.25,0.25,0,0.0,0.4,0.125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.057,-0.0498
139,2h,Qd,0.453,0.5867,0.0,0.8333,0,0,0.8333,0.25,0.25,0,0.0,0.4,0.125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0623,-0.066
140,2h,Qh,0.5762,0.5759,0.0,0.8333,0,1,0.8333,0.25,0.25,0,0.0,0.6,0.125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0792,-0.0648
141,2h,Qs,0.4739,0.4315,0.0,0.8333,0,0,0.8333,0.25,0.25,0,0.0,0.4,0.125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0652,-0.0485
142,2h,Kc,0.5667,0.5407,0.0,0.9167,0,0,0.9167,0.25,0.25,1,0.0,0.4,0.4708,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0201,0.0327
143,2h,Kd,0.0,0.0,0.0,0.9167,0,0,0.9167,0.25,0.25,1,0.0,0.4,0.0,1,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0,0.0
144,2h,Kh,0.5223,0.5974,0.0,0.9167,0,1,0.9167,0.25,0.25,1,0.0,0.6,0.4708,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0185,0.0361
145,2h,Ks,0.5308,0.4016,0.0,0.9167,0,0,0.9167,0.25,0.25,1,0.0,0.4,0.4708,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0188,0.0243
146,2h,Ac,0.5634,0.4599,0.0,1.0,0,0,1.0,0.25,0.25,1,0.0,0.4,0.5,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0282,0.0345
147,2h,Ad,0.5327,0.5878,0.0,1.0,0,0,1.0,0.25,0.25,1,0.0,0.4,0.5,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0266,0.0441
148,2h,Ah,0.0,0.0,0.0,1.0,0,1,1.0,0.25,0.25,1,0.0,0.6,0.0,1,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0,0.0
149,2h,As,0.4269,0.4231,0.0,1.0,0,0,1.0,0.25,0.25,1,0.0,0.4,0.5,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0213,0.0317
150,2s,3c,0.0,0.0,0.0,0.0833,0,0,0.0833,0.25,0.25,1,0.0,0.4,0.0,1,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0,0.0
151,2s,3d,0.0,0.0523,0.0,0.0833,0,0,0.0833,0.25,0.25,1,0.0,0.4,0.1792,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0,0.0
152,2s,3h,0.0,0.0626,0.0,0.0833,0,0,0.0833,0.25,0.25,1,0.0,0.4,0.1792,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0,0.0
153,2s,3s,0.0852,0.0,0.0,0.0833,0,1,0.0833,0.25,0.25,1,0.0,0.6,0.1792,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0094,-0.0
154,2s,4c,0.1102,0.0361,0.0,0.1667,0,0,0.1667,0.25,0.25,0,0.0,0.4,0.025,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0207,-0.0059
155,2s,4d,0.081,0.1644,0.0,0.1667,0,0,0.1667,0.25,0.25,0,0.0,0.4,0.025,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0152,-0.0267
156,2s,4h,0.1526,0.0018,0.0,0.1667,0,0,0.1667,0.25,0.25,0,0.0,0.4,0.025,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0286,-0.0003
157,2s,4s,0.068,0.0387,0.0,0.1667,0,1,0.1667,0.25,0.25,0,0.0,0.6,0.025,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0128,-0.0063
158,2s,5c,0.0257,0.1792,0.0,0.25,0,0,0.25,0.25,0.25,0,0.0,0.4,0.0375,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0047,-0.028
159,2s,5d,0.1524,0.0774,0.0,0.25,0,0,0.25,0.25,0.25,0,0.0,0.4,0.0375,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0276,-0.0121
160,2s,5h,0.1732,0.1353,0.0,0.25,0,0,0.25,0.25,0.25,0,0.0,0.4,0.0375,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0314,-0.0211
161,2s,5s,0.1105,0.0269,0.0,0.25,0,1,0.25,0.25,0.25,0,0.0,0.6,0.0375,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.02,-0.0042
162,2s,6c,0.0817,0.2433,0.0,0.3333,0,0,0.3333,0.25,0.25,0,0.0,0.4,0.05,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0143,-0.0365
163,2s,6d,0.2475,0.1758,0.0,0.3333,0,0,0.3333,0.25,0.25,0,0.0,0.4,0.05,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0433,-0.0264
164,2s,6h,0.2336,0.1832,0.0,0.3333,0,0,0.3333,0.25,0.25,0,0.0,0.4,0.05,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0409,-0.0275
165,2s,6s,0.0963,0.0922,0.0,0.3333,0,1,0.3333,0.25,0.25,0,0.0,0.6,0.05,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0168,-0.0138
166,2s,7c,0.17,0.2881,0.0,0.4167,0,0,0.4167,0.25,0.25,1,0.0,0.4,0.2958,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0089,-0.0078
167,2s,7d,0.2676,0.2805,0.0,0.4167,0,0,0.4167,0.25,0.25,1,0.0,0.4,0.2958,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0139,-0.0076
168,2s,7h,0.2881,0.1503,0.0,0.4167,0,0,0.4167,0.25,0.25,1,0.0,0.4,0.2958,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.015,-0.0041
169,2s,7s,0.0,0.0,0.0,0.4167,0,1,0.4167,0.25,0.25,1,0.0,0.6,0.0,1,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0,0.0
170,2s,8c,0.1999,0.1706,0.0,0.5,0,0,0.5,0.25,0.25,0,0.0,0.4,0.075,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0325,-0.0235
171,2s,8d,0.306,0.3268,0.0,0.5,0,0,0.5,0.25,0.25,0,0.0,0.4,0.075,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0497,-0.0449
172,2s,8h,0.2313,0.2741,0.0,0.5,0,0,0.5,0.25,0.25,0,0.0,0.4,0.075,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0376,-0.0377
173,2s,8s,0.1809,0.336,0.0,0.5,0,1,0.5,0.25,0.25,0,0.0,0.6,0.075,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0294,-0.0462
174,2s,9c,0.3646,0.3869,0.0,0.5833,0,0,0.5833,0.25,0.25,0,0.0,0.4,0.0875,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.057,-0.0508
175,2s,9d,0.3538,0.3679,0.0,0.5833,0,0,0.5833,0.25,0.25,0,0.0,0.4,0.0875,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0553,-0.0483
176,2s,9h,0.1966,0.339,0.0,0.5833,0,0,0.5833,0.25,0.25,0,0.0,0.4,0.0875,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0307,-0.0445
177,2s,9s,0.2581,0.3778,0.0,0.5833,0,1,0.5833,0.25,0.25,0,0.0,0.6,0.0875,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0403,-0.0496
178,2s,Tc,0.5604,0.5728,0.0,0.6667,0,0,0.6667,0.25,0.25,0,0.0,0.4,0.1,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0841,-0.0716
179,2s,Td,0.5621,0.4534,0.0,0.6667,0,0,0.6667,0.25,0.25,0,0.0,0.4,0.1,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0843,-0.0567
